well;sample;iso_id;species;culture;medium;temp;time;plate
A1;Bs;Bs;;mono;0.1x LBGM;30;24;P5PL2
A2;147;p5_81;;dual;0.1x LBGM;30;24;P5PL2
A3;148;p5_82;;dual;0.1x LBGM;30;24;P5PL2
A4;149;p5_83;;dual;0.1x LBGM;30;24;P5PL2
A5;150;p5_84;;dual;0.1x LBGM;30;24;P5PL2
A6;151;p5_85;;dual;0.1x LBGM;30;24;P5PL2
A7;152;p5_86;;dual;0.1x LBGM;30;24;P5PL2
A8;153;p5_87;;dual;0.1x LBGM;30;24;P5PL2
A9;154;p5_88;;dual;0.1x LBGM;30;24;P5PL2
A10;155;p5_89;;dual;0.1x LBGM;30;24;P5PL2
A11;156;p5_90;;dual;0.1x LBGM;30;24;P5PL2
A12;blk;blk;;blk;0.1x LBGM;30;24;P5PL2
B1;Bs;Bs;;mono;0.1x LBGM;30;24;P5PL2
B2;157;p5_91;;dual;0.1x LBGM;30;24;P5PL2
B3;158;p5_92;;dual;0.1x LBGM;30;24;P5PL2
B4;159;p5_93;;dual;0.1x LBGM;30;24;P5PL2
B5;160;p5_94;;dual;0.1x LBGM;30;24;P5PL2
B6;161;p5_95;;dual;0.1x LBGM;30;24;P5PL2
B7;162;p5_96;;dual;0.1x LBGM;30;24;P5PL2
B8;163;p5_97;;dual;0.1x LBGM;30;24;P5PL2
B9;164;p5_98;;dual;0.1x LBGM;30;24;P5PL2
B10;165;p5_99;;dual;0.1x LBGM;30;24;P5PL2
B11;166;p5_100;;dual;0.1x LBGM;30;24;P5PL2
B12;blk;blk;;blk;0.1x LBGM;30;24;P5PL2
C1;Bs;Bs;;mono;0.1x LBGM;30;24;P5PL2
C2;167;p5_101;;dual;0.1x LBGM;30;24;P5PL2
C3;168;p5_102;;dual;0.1x LBGM;30;24;P5PL2
C4;169;p5_103;;dual;0.1x LBGM;30;24;P5PL2
C5;170;p5_104;;dual;0.1x LBGM;30;24;P5PL2
C6;171;p5_105;;dual;0.1x LBGM;30;24;P5PL2
C7;172;p5_106;;dual;0.1x LBGM;30;24;P5PL2
C8;173;p5_107;;dual;0.1x LBGM;30;24;P5PL2
C9;174;p5_108;;dual;0.1x LBGM;30;24;P5PL2
C10;175;p5_109;;dual;0.1x LBGM;30;24;P5PL2
C11;176;p5_110;;dual;0.1x LBGM;30;24;P5PL2
C12;blk;blk;;blk;0.1x LBGM;30;24;P5PL2
D1;Bs;Bs;;mono;0.1x LBGM;30;24;P5PL2
D2;177;p5_111;;dual;0.1x LBGM;30;24;P5PL2
D3;178;p5_112;;dual;0.1x LBGM;30;24;P5PL2
D4;179;p5_113;;dual;0.1x LBGM;30;24;P5PL2
D5;180;p5_114;;dual;0.1x LBGM;30;24;P5PL2
D6;181;p5_115;;dual;0.1x LBGM;30;24;P5PL2
D7;182;p5_116;;dual;0.1x LBGM;30;24;P5PL2
D8;183;p5_117;;dual;0.1x LBGM;30;24;P5PL2
D9;184;p5_118;;dual;0.1x LBGM;30;24;P5PL2
D10;185;p5_119;;dual;0.1x LBGM;30;24;P5PL2
D11;186;p5_120;;dual;0.1x LBGM;30;24;P5PL2
D12;blk;blk;;blk;0.1x LBGM;30;24;P5PL2
E1;Bs;Bs;;mono;0.1x LBGM;30;24;P5PL2
E2;187;p5_121;;dual;0.1x LBGM;30;24;P5PL2
E3;188;p5_122;;dual;0.1x LBGM;30;24;P5PL2
E4;189;p5_123;;dual;0.1x LBGM;30;24;P5PL2
E5;190;p5_124;;dual;0.1x LBGM;30;24;P5PL2
E6;191;p5_125;;dual;0.1x LBGM;30;24;P5PL2
E7;192;p5_126;;dual;0.1x LBGM;30;24;P5PL2
E8;193;p5_127;;dual;0.1x LBGM;30;24;P5PL2
E9;194;p5_128;;dual;0.1x LBGM;30;24;P5PL2
E10;195;p5_129;;dual;0.1x LBGM;30;24;P5PL2
E11;196;p5_130;;dual;0.1x LBGM;30;24;P5PL2
E12;blk;blk;;blk;0.1x LBGM;30;24;P5PL2
F1;Bs;Bs;;mono;0.1x LBGM;30;24;P5PL2
F2;197;p5_131;;dual;0.1x LBGM;30;24;P5PL2
F3;198;p5_132;;dual;0.1x LBGM;30;24;P5PL2
F4;199;p5_133;;dual;0.1x LBGM;30;24;P5PL2
F5;200;p5_134;;dual;0.1x LBGM;30;24;P5PL2
F6;201;p5_135;;dual;0.1x LBGM;30;24;P5PL2
F7;202;p5_136;;dual;0.1x LBGM;30;24;P5PL2
F8;203;p5_137;;dual;0.1x LBGM;30;24;P5PL2
F9;204;p5_138;;dual;0.1x LBGM;30;24;P5PL2
F10;205;p5_139;;dual;0.1x LBGM;30;24;P5PL2
F11;206;p5_140;;dual;0.1x LBGM;30;24;P5PL2
F12;blk;blk;;blk;0.1x LBGM;30;24;P5PL2
G1;Bs;Bs;;mono;0.1x LBGM;30;24;P5PL2
G2;207;p5_141;;dual;0.1x LBGM;30;24;P5PL2
G3;208;p5_142;;dual;0.1x LBGM;30;24;P5PL2
G4;209;p5_143;;dual;0.1x LBGM;30;24;P5PL2
G5;210;p5_144;;dual;0.1x LBGM;30;24;P5PL2
G6;211;p5_145;;dual;0.1x LBGM;30;24;P5PL2
G7;212;p5_146;;dual;0.1x LBGM;30;24;P5PL2
G8;213;p5_147;;dual;0.1x LBGM;30;24;P5PL2
G9;214;p5_148;;dual;0.1x LBGM;30;24;P5PL2
G10;215;p5_149;;dual;0.1x LBGM;30;24;P5PL2
G11;216;p5_150;;dual;0.1x LBGM;30;24;P5PL2
G12;blk;blk;;blk;0.1x LBGM;30;24;P5PL2
H1;Bs;Bs;;mono;0.1x LBGM;30;24;P5PL2
H2;217;p5_151;;dual;0.1x LBGM;30;24;P5PL2
H3;218;p5_152;;dual;0.1x LBGM;30;24;P5PL2
H4;219;p5_153;;dual;0.1x LBGM;30;24;P5PL2
H5;220;p5_154;;dual;0.1x LBGM;30;24;P5PL2
H6;221;p5_155;;dual;0.1x LBGM;30;24;P5PL2
