well;sample;iso_id;species;culture;medium;temp;time;plate
F12;blk;blk;;blk;0.1x LBGM;30;24;P9PL2
G1;Bs;Bs;;mono;0.1x LBGM;30;24;P9PL2
G2;686;p9_125;;dual;0.1x LBGM;30;24;P9PL2
G3;687;p9_126;;dual;0.1x LBGM;30;24;P9PL2
G4;688;p9_127;;dual;0.1x LBGM;30;24;P9PL2
G5;689;p9_128;;dual;0.1x LBGM;30;24;P9PL2
G6;690;p9_129;;dual;0.1x LBGM;30;24;P9PL2
G7;691;p9_130;;dual;0.1x LBGM;30;24;P9PL2
G8;692;p9_131;;dual;0.1x LBGM;30;24;P9PL2
G9;693;p9_132;;dual;0.1x LBGM;30;24;P9PL2
G10;694;p9_133;;dual;0.1x LBGM;30;24;P9PL2
G11;695;p9_134;;dual;0.1x LBGM;30;24;P9PL2
G12;blk;blk;;blk;0.1x LBGM;30;24;P9PL2
H1;Bs;Bs;;mono;0.1x LBGM;30;24;P9PL2
H2;696;p9_135;;dual;0.1x LBGM;30;24;P9PL2
H3;697;p9_136;;dual;0.1x LBGM;30;24;P9PL2
H4;698;p9_137;;dual;0.1x LBGM;30;24;P9PL2
H5;699;p9_138;;dual;0.1x LBGM;30;24;P9PL2
H6;700;p9_139;;dual;0.1x LBGM;30;24;P9PL2
H7;701;p9_140;;dual;0.1x LBGM;30;24;P9PL2
H8;702;p9_141;;dual;0.1x LBGM;30;24;P9PL2
H9;703;p9_142;;dual;0.1x LBGM;30;24;P9PL2
H10;704;p9_143;;dual;0.1x LBGM;30;24;P9PL2
H11;705;p9_144;;dual;0.1x LBGM;30;24;P9PL2
H12;blk;blk;;blk;0.1x LBGM;30;24;P9PL2
