well;sample;iso_id;species;culture;medium;temp;time;plate
F4;279;p5_213;;dual;0.1x LBGM;30;24;P5PL3
F5;280;p5_214;;dual;0.1x LBGM;30;24;P5PL3
F6;281;p5_215;;dual;0.1x LBGM;30;24;P5PL3
F7;282;p5_216;;dual;0.1x LBGM;30;24;P5PL3
F8;283;p5_217;;dual;0.1x LBGM;30;24;P5PL3
F9;284;p8_16;;dual;0.1x LBGM;30;24;P5PL3
F10;285;p8_17;;dual;0.1x LBGM;30;24;P5PL3
F11;286;p8_18;;dual;0.1x LBGM;30;24;P5PL3
F12;blk;blk;;blk;0.1x LBGM;30;24;P5PL3
G1;Bs;Bs;;mono;0.1x LBGM;30;24;P5PL3
G2;287;p5_221;;dual;0.1x LBGM;30;24;P5PL3
G3;288;p5_222;;dual;0.1x LBGM;30;24;P5PL3
G4;289;p5_223;;dual;0.1x LBGM;30;24;P5PL3
G5;290;p5_224;;dual;0.1x LBGM;30;24;P5PL3
G6;291;p5_225;;dual;0.1x LBGM;30;24;P5PL3
G7;292;p5_226;;dual;0.1x LBGM;30;24;P5PL3
G8;293;p5_227;;dual;0.1x LBGM;30;24;P5PL3
G9;294;p8_19;;dual;0.1x LBGM;30;24;P5PL3
G10;295;p8_20;;dual;0.1x LBGM;30;24;P5PL3
G11;296;p8_21;;dual;0.1x LBGM;30;24;P5PL3
G12;blk;blk;;blk;0.1x LBGM;30;24;P5PL3
H1;Bs;Bs;;mono;0.1x LBGM;30;24;P5PL3
H2;297;p5_231;;dual;0.1x LBGM;30;24;P5PL3
H3;298;p5_232;;dual;0.1x LBGM;30;24;P5PL3
H4;299;p5_233;;dual;0.1x LBGM;30;24;P5PL3
H5;300;p5_234;;dual;0.1x LBGM;30;24;P5PL3
H6;301;p5_235;;dual;0.1x LBGM;30;24;P5PL3
H7;302;p5_236;;dual;0.1x LBGM;30;24;P5PL3
H8;303;p5_237;;dual;0.1x LBGM;30;24;P5PL3
H9;304;p8_22;;dual;0.1x LBGM;30;24;P5PL3
H10;305;p8_23;;dual;0.1x LBGM;30;24;P5PL3
H11;306;p8_24;;dual;0.1x LBGM;30;24;P5PL3
H12;blk;blk;;blk;0.1x LBGM;30;24;P5PL3
