well;sample;iso_id;species;culture;medium;temp;time;plate
D2;497;p8_215;;dual;0.1x LBGM;30;24;P8PL3
D3;498;p8_216;;dual;0.1x LBGM;30;24;P8PL3
D4;499;p8_217;;dual;0.1x LBGM;30;24;P8PL3
D5;500;p8_218;;dual;0.1x LBGM;30;24;P8PL3
D6;501;p8_219;;dual;0.1x LBGM;30;24;P8PL3
D7;502;p8_220;;dual;0.1x LBGM;30;24;P8PL3
D8;503;p8_221;;dual;0.1x LBGM;30;24;P8PL3
D9;504;p8_222;;dual;0.1x LBGM;30;24;P8PL3
D10;505;p8_223;;dual;0.1x LBGM;30;24;P8PL3
D11;506;p8_224;;dual;0.1x LBGM;30;24;P8PL3
D12;blk;blk;;blk;0.1x LBGM;30;24;P8PL3
E1;Bs;Bs;;mono;0.1x LBGM;30;24;P8PL3
E2;507;p8_225;;dual;0.1x LBGM;30;24;P8PL3
E3;508;p8_226;;dual;0.1x LBGM;30;24;P8PL3
E4;509;p8_227;;dual;0.1x LBGM;30;24;P8PL3
E5;510;p8_228;;dual;0.1x LBGM;30;24;P8PL3
E6;511;p8_229;;dual;0.1x LBGM;30;24;P8PL3
E7;512;p8_230;;dual;0.1x LBGM;30;24;P8PL3
E8;513;p8_231;;dual;0.1x LBGM;30;24;P8PL3
E9;514;p8_232;;dual;0.1x LBGM;30;24;P8PL3
E10;515;p8_233;;dual;0.1x LBGM;30;24;P8PL3
E11;516;p8_234;;dual;0.1x LBGM;30;24;P8PL3
E12;blk;blk;;blk;0.1x LBGM;30;24;P8PL3
F1;Bs;Bs;;mono;0.1x LBGM;30;24;P8PL3
F2;517;p8_235;;dual;0.1x LBGM;30;24;P8PL3
F3;518;p8_236;;dual;0.1x LBGM;30;24;P8PL3
F4;519;p8_237;;dual;0.1x LBGM;30;24;P8PL3
F5;520;p8_238;;dual;0.1x LBGM;30;24;P8PL3
F6;521;p8_239;;dual;0.1x LBGM;30;24;P8PL3
F7;522;p8_240;;dual;0.1x LBGM;30;24;P8PL3
F8;523;p8_241;;dual;0.1x LBGM;30;24;P8PL3
F9;524;p8_242;;dual;0.1x LBGM;30;24;P8PL3
F10;525;p8_243;;dual;0.1x LBGM;30;24;P8PL3
F11;526;p8_244;;dual;0.1x LBGM;30;24;P8PL3
F12;blk;blk;;blk;0.1x LBGM;30;24;P8PL3
G1;Bs;Bs;;mono;0.1x LBGM;30;24;P8PL3
G2;527;p8_245;;dual;0.1x LBGM;30;24;P8PL3
G3;528;p8_246;;dual;0.1x LBGM;30;24;P8PL3
G4;529;p8_247;;dual;0.1x LBGM;30;24;P8PL3
G5;530;p8_248;;dual;0.1x LBGM;30;24;P8PL3
G6;531;p8_249;;dual;0.1x LBGM;30;24;P8PL3
G7;532;p8_250;;dual;0.1x LBGM;30;24;P8PL3
G8;533;p8_251;;dual;0.1x LBGM;30;24;P8PL3
G9;534;p8_252;;dual;0.1x LBGM;30;24;P8PL3
G10;535;p8_253;;dual;0.1x LBGM;30;24;P8PL3
G11;536;p8_254;;dual;0.1x LBGM;30;24;P8PL3
G12;blk;blk;;blk;0.1x LBGM;30;24;P8PL3
H1;Bs;Bs;;mono;0.1x LBGM;30;24;P8PL3
H2;Bs;Bs;;mono;0.1x LBGM;30;24;P8PL3
H3;537;p8_255;;dual;0.1x LBGM;30;24;P8PL3
H4;538;p8_256;;dual;0.1x LBGM;30;24;P8PL3
H5;539;p8_257;;dual;0.1x LBGM;30;24;P8PL3
H6;540;p8_258;;dual;0.1x LBGM;30;24;P8PL3
H7;541;p8_259;;dual;0.1x LBGM;30;24;P8PL3
H8;542;p8_260;;dual;0.1x LBGM;30;24;P8PL3
H9;543;p8_261;;dual;0.1x LBGM;30;24;P8PL3
H10;544;p8_262;;dual;0.1x LBGM;30;24;P8PL3
H11;545;p8_263;;dual;0.1x LBGM;30;24;P8PL3
H12;blk;blk;;blk;0.1x LBGM;30;24;P8PL3
