well;sample;iso_id;species;culture;medium;temp;time;plate
F1;Bs;Bs;;mono;0.1x LBGM;30;24;P8PL2
F2;437;p8_155;;dual;0.1x LBGM;30;24;P8PL2
F3;438;p8_156;;dual;0.1x LBGM;30;24;P8PL2
F4;439;p8_157;;dual;0.1x LBGM;30;24;P8PL2
F5;440;p8_158;;dual;0.1x LBGM;30;24;P8PL2
F6;441;p8_159;;dual;0.1x LBGM;30;24;P8PL2
F7;442;p8_160;;dual;0.1x LBGM;30;24;P8PL2
F8;443;p8_161;;dual;0.1x LBGM;30;24;P8PL2
F9;444;p8_162;;dual;0.1x LBGM;30;24;P8PL2
F10;445;p8_163;;dual;0.1x LBGM;30;24;P8PL2
F11;446;p8_164;;dual;0.1x LBGM;30;24;P8PL2
F12;blk;blk;;blk;0.1x LBGM;30;24;P8PL2
G1;Bs;Bs;;mono;0.1x LBGM;30;24;P8PL2
G2;447;p8_165;;dual;0.1x LBGM;30;24;P8PL2
G3;448;p8_166;;dual;0.1x LBGM;30;24;P8PL2
G4;449;p8_167;;dual;0.1x LBGM;30;24;P8PL2
G5;450;p8_168;;dual;0.1x LBGM;30;24;P8PL2
G6;451;p8_169;;dual;0.1x LBGM;30;24;P8PL2
G7;452;p8_170;;dual;0.1x LBGM;30;24;P8PL2
G8;453;p8_171;;dual;0.1x LBGM;30;24;P8PL2
G9;454;p8_172;;dual;0.1x LBGM;30;24;P8PL2
G10;455;p8_173;;dual;0.1x LBGM;30;24;P8PL2
G11;456;p8_174;;dual;0.1x LBGM;30;24;P8PL2
G12;blk;blk;;blk;0.1x LBGM;30;24;P8PL2
H1;Bs;Bs;;mono;0.1x LBGM;30;24;P8PL2
H2;457;p8_175;;dual;0.1x LBGM;30;24;P8PL2
H3;458;p8_176;;dual;0.1x LBGM;30;24;P8PL2
H4;459;p8_177;;dual;0.1x LBGM;30;24;P8PL2
H5;460;p8_178;;dual;0.1x LBGM;30;24;P8PL2
H6;461;p8_179;;dual;0.1x LBGM;30;24;P8PL2
H7;462;p8_180;;dual;0.1x LBGM;30;24;P8PL2
H8;463;p8_181;;dual;0.1x LBGM;30;24;P8PL2
H9;464;p8_182;;dual;0.1x LBGM;30;24;P8PL2
H10;465;p8_183;;dual;0.1x LBGM;30;24;P8PL2
H11;466;p8_184;;dual;0.1x LBGM;30;24;P8PL2
H12;blk;blk;;blk;0.1x LBGM;30;24;P8PL2
